flag	content	comment
$XBOX360_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$XBOX360_LEFT_TRIGGER	<RE>$GAMEPAD_LEFT_TRIGGER
$XBOX360_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$XBOX360_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$XBOX360_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$XBOX360_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
$XBOX360_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS
$XBOX360_RIGHT_SHOULDER	<RE>$GAMEPAD_RIGHT_SHOULDER
$XBOX360_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK
$XBOX360_RIGHT_TRIGGER	<RE>$GAMEPAD_RIGHT_TRIGGER
$XBOX360_START	<RE>$GAMEPAD_START
$XBOX360_X	<RE>$GAMEPAD_X
$XBOX360_Y	<RE>$GAMEPAD_Y
$XBOXONE_A	<RE>$GAMEPAD_A
$XBOXONE_B	<RE>$GAMEPAD_B
$XBOXONE_BACK	View-Taste
$XBOXONE_DPAD	<RE>$GAMEPAD_DPAD
$XBOXONE_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN
$XBOXONE_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT
$XBOXONE_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT
$XBOXONE_DPAD_UP	<RE>$GAMEPAD_DPAD_UP
$XBOXONE_EMPTY	<RE>$GAMEPAD_EMPTY
$XBOXONE_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK
$XBOXONE_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS
$XBOXONE_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS
$XBOXONE_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS
$XBOXONE_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS
$XBOXONE_LEFT_SHOULDER	<RE>$GAMEPAD_LEFT_SHOULDER
$XBOXONE_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$XBOXONE_LEFT_TRIGGER	<RE>$GAMEPAD_LEFT_TRIGGER
$XBOXONE_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$XBOXONE_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$XBOXONE_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$XBOXONE_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
$XBOXONE_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS
$XBOXONE_RIGHT_SHOULDER	<RE>$GAMEPAD_RIGHT_SHOULDER
$XBOXONE_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK
$XBOXONE_RIGHT_TRIGGER	<RE>$GAMEPAD_RIGHT_TRIGGER
$XBOXONE_START	Menü-Taste
$XBOXONE_X	<RE>$GAMEPAD_X
$XBOXONE_Y	<RE>$GAMEPAD_Y
$YOU_GOT_NEW_GAME_PLUS_TEXT	Herzlichen Glückwunsch! Du kannst jetzt ein neues Abenteuer mit deiner alten Gruppe beginnen!<N><N>Stelle dich Mutanten mit neuen Fähigkeiten, verzaubere deine Ausrüstung mit wundersamen neuen Kräften und hol dir neue Bücher für deine Bibliothek. Löse neue Nebenaufgaben mit zusätzlichen Zwischensequenzen und neuen Geschichten, schalte Kommentare der Entwickler frei, übersetze Eztli-Tenochs Sprache, triff neue Charaktere und noch viel mehr!<N><N><RE>[$NEW_GAME_PLUS_NOTE]<N><N>Du kannst jederzeit zu deinem <LQ>normalen<RQ> Spiel zurückkehren.
$YOU_GOT_NEW_GAME_PLUS_TITLE	Neues Spiel+ freigeschaltet!
